rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
20,arxiv:2405.16692v1,Planning Robot Placement for Object Grasping,2024,arXiv,http://arxiv.org/abs/2405.16692v1,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.31763/ijrcs.v5i2.1851,Real-Time Pose Estimation for Autonomous Vehicles Using Probabilistic Landmark Maps and Sensor Fusion,2025,International Journal of Robotics and Control Systems,https://doi.org/10.31763/ijrcs.v5i2.1851,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.3390/drones8090493,Multi-Robot Path Planning Algorithm for Collaborative Mapping under Communication Constraints,2024,Drones,https://doi.org/10.3390/drones8090493,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1080/14689367.2011.627836,Dense distribution of chaotic maps in continuous map spaces,2011,Dynamical Systems,https://doi.org/10.1080/14689367.2011.627836,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
24,arxiv:2602.03973v1,VLS: Steering Pretrained Robot Policies via Vision-Language Models,2026,arXiv,http://arxiv.org/abs/2602.03973v1,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1080/14689367.2011.554383,On the coexisting dynamics in the alternate iteration of two logistic maps,2011,Dynamical Systems,https://doi.org/10.1080/14689367.2011.554383,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.3390/s24248187,Probabilistic Attention Map: A Probabilistic Attention Mechanism for Convolutional Neural Networks,2024,Sensors,https://doi.org/10.3390/s24248187,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
27,arxiv:2107.09822v3,Bayesian Controller Fusion: Leveraging Control Priors in Deep Reinforcement Learning for Robotics,2021,arXiv,http://arxiv.org/abs/2107.09822v3,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.21437/glu.2017-17,"Interactive Robot Learning of Gestures, Language and Affordances",2017,arXiv,http://arxiv.org/abs/1711.09055v1,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
29,arxiv:2411.16755v1,FunGrasp: Functional Grasping for Diverse Dexterous Hands,2024,arXiv,http://arxiv.org/abs/2411.16755v1,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
30,doi:10.3390/logistics9030124,ML and Statistics-Driven Route Planning: Effective Solutions Without Maps,2025,Logistics,https://doi.org/10.3390/logistics9030124,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.3390/s24206691,A Real-Time Semantic Map Production System for Indoor Robot Navigation,2024,Sensors,https://doi.org/10.3390/s24206691,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.1109/lra.2025.3619820,LAMP: Implicit Language Map for Robot Navigation,2026,arXiv,http://arxiv.org/abs/2602.11862v1,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.1177/02783649241269337,Certifiably optimal rotation and pose estimation based on the Cayley map,2025,The International Journal of Robotics Research,https://doi.org/10.1177/02783649241269337,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.1016/j.engfailanal.2024.107970,A method based on q-rung orthopair fuzzy cognitive map and TOPSIS method for failure mode and effect analysis considering risk causal relationships,2024,Engineering Failure Analysis,https://doi.org/10.1016/j.engfailanal.2024.107970,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1177/027836490001900604,Safe Task Planning Integrating Uncertainties and Local Maps Federations,2000,The International Journal of Robotics Research,https://doi.org/10.1177/027836490001900604,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.1108/01439911111122815,Path planning for mobile robot in a 2.5‐dimensional grid‐based map,2011,Industrial Robot: An International Journal,https://doi.org/10.1108/01439911111122815,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.3390/s25175309,An End-to-End Computationally Lightweight Vision-Based Grasping System for Grocery Items,2025,Sensors,https://doi.org/10.3390/s25175309,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.1109/lra.2025.3540577,OVL-MAP: An Online Visual Language Map Approach for Vision-and-Language Navigation in Continuous Environments,2025,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2025.3540577,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1109/lra.2025.3577456,Mobile Robot Navigation Using Hand-Drawn Maps: A Vision Language Model Approach,2025,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2025.3577456,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.3390/robotics14030024,Agentic Workflows for Improving Large Language Model Reasoning in Robotic Object-Centered Planning,2025,Robotics,https://doi.org/10.3390/robotics14030024,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.1109/cvpr52734.2025.00165,SeqAfford: Sequential 3D Affordance Reasoning via Multimodal Large Language Model,2025,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52734.2025.00165,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.1002/esp4.70064,Hazard‐Consistent Aftershock Ground Motion Intensity Map and Arrival Time Sampling for Regional Seismic Risk Analysis,2026,Earthquake Spectra,https://doi.org/10.1002/esp4.70064,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.1177/02783649251393343,MAPS 2 : Multi-robot autonomous motion planning under signal temporal logic specifications,2025,The International Journal of Robotics Research,https://doi.org/10.1177/02783649251393343,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.1080/01691864.2025.2535676,Text-driven affordance learning from egocentric vision,2025,Advanced Robotics,https://doi.org/10.1080/01691864.2025.2535676,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.2478/v10059-012-0017-2,Perceptual global processing and hierarchically organized affordances – the lack of interaction between vision-for-perception and vision-for-action.,2012,Polish Psychological Bulletin,https://doi.org/10.2478/v10059-012-0017-2,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.1109/icra55743.2025.11127736,UniAff: A Unified Representation of Affordances for Tool Usage and Articulation with Vision-Language Models,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra55743.2025.11127736,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.3390/rs15112796,Robust Loop Closure Selection Based on Inter-Robot and Intra-Robot Consistency for Multi-Robot Map Fusion,2023,Remote Sensing,https://doi.org/10.3390/rs15112796,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
48,doi:10.3390/app12115420,Medium Transmission Map Matters for Learning to Restore Real-World Underwater Images,2022,Applied Sciences,https://doi.org/10.3390/app12115420,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
49,arxiv:2606.00815v1,OmniEEG-Bench: A Standardized Evaluation Benchmark for EEG Foundation Models,2026,arXiv,http://arxiv.org/abs/2606.00815v1,Addresses robot affordance learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Counterfactual affordance maps keeps action-critical alternatives explicit until a physical observation collapses them.
